HEMISPHERELONG,CONTINENT,WHOREGION,FLULONG,Country,Year,Week,SDATE,EDATE,AGEGROUP_CODE,ILI_CASES,ILI_OUTPATIENTS,ILI_POP_COV,ILI_OUT_RATE,ILI_POP_RATE,ILI_SAMPLED,ILI_INF_POS,ILI_INF_NEG,ILI_COVID19_TESTED,ILI_COVID19_POS,ILI_COVID19_NEG,ILI_COVID19_RATIO,SARI_CASES,SARI_INPATIENTS,SARI_POP_COV,SARI_IN_RATE,SARI_POP_RATE,SARI_SAMPLED,SARI_INF_POS,SARI_INF_NEG,SARI_COVID19_TESTED,SARI_COVID19_POS,SARI_COVID19_NEG,SARI_COVID19_RATIO,ARI_CASES,ARI_OUTPATIENTS,ARI_POP_COV,ARI_OUT_RATE,ARI_POP_RATE,PNEU_CASES,PNEU_INPATIENTS,PNEU_POP_COV,PNEU_IN_RATE,PNEU_POP_RATE,GEOSPREAD,INTENSITY,TREND,IMPACT
Northern hemishere,Europe,EUR,South West Europe,Serbia,2021,7,2021-02-15,2021-02-21,All,5453,,7258753,,75.12,,,,,,,,13,612,,2.12,,0,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Americas,AMR,North America,United States of America,2021,7,2021-02-15,2021-02-21,All,12601,1388429,,9.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2021,6,2021-02-08,2021-02-14,All,24,20033,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2021,6,2021-02-08,2021-02-14,All,6564,,,,,,,,,,,,1025,,,,,,,,,,,,,,,,,1668,,,,,,,,
Northern hemishere,Africa,EMR,Northern Africa,Morocco,2021,6,2021-02-08,2021-02-14,All,661,45714,,14.46,,,,,,,,,,,,,,,,,,,,,,3994,,,,,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2021,6,2021-02-08,2021-02-14,All,3632,,7258753,,50.04,,,,,,,,15,769,,1.95,,0,,,,,,,,,,,,,,,,,1,,1,
Northern hemishere,Americas,AMR,North America,United States of America,2021,6,2021-02-08,2021-02-14,All,14108,1446976,,9.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2021,5,2021-02-01,2021-02-07,All,6569,,,,,,,,,,,,1096,,,,,,,,,,,,,,,,,1852,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2021,5,2021-02-01,2021-02-07,All,20,20127,,0.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Africa,EMR,Northern Africa,Morocco,2021,5,2021-02-01,2021-02-07,All,712,45629,,15.60,,,,,,,,,,,,,,,,,,,,,,3777,,,,,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2021,5,2021-02-01,2021-02-07,All,5621,,7258753,,77.44,,,,,,,,8,650,,1.23,,0,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Americas,AMR,North America,United States of America,2021,5,2021-02-01,2021-02-07,All,16101,1487956,,10.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2021,4,2021-01-25,2021-01-31,All,6097,,,,,,,,,,,,1111,,,,,,,,,,,,,,,,,1788,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2021,4,2021-01-25,2021-01-31,All,12,15717,,0.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Africa,EMR,Northern Africa,Morocco,2021,4,2021-01-25,2021-01-31,All,796,47386,,16.80,,,,,,,,,,,,,,,,,,,,,,4055,,,,,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2021,4,2021-01-25,2021-01-31,All,5136,,7258753,,70.76,,,,,,,,9,506,,1.78,,0,,,,,,,,,,,,,,,,,1,,3,
Northern hemishere,Americas,AMR,North America,United States of America,2021,4,2021-01-25,2021-01-31,All,16907,1506118,,11.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2021,3,2021-01-18,2021-01-24,All,5,18471,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2021,3,2021-01-18,2021-01-24,All,6389,,,,,,,,,,,,1294,,,,,,,,,,,,,,,,,1912,,,,,,,,
Northern hemishere,Africa,EMR,Northern Africa,Morocco,2021,3,2021-01-18,2021-01-24,All,798,43494,,18.35,,,,,,,,,,,,,,,,,,,,,,3923,,,,,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2021,3,2021-01-18,2021-01-24,All,4348,,7258753,,59.90,,,,,,,,8,563,,1.42,,0,,,,,,,,,,,,,,,,,1,,1,
Northern hemishere,Americas,AMR,North America,United States of America,2021,3,2021-01-18,2021-01-24,All,18353,1515306,,12.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2021,2,2021-01-11,2021-01-17,All,6720,,,,,,,,,,,,1365,,,,,,,,,,,,,,,,,2054,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2021,2,2021-01-11,2021-01-17,All,13,17811,,0.73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Africa,EMR,Northern Africa,Morocco,2021,2,2021-01-11,2021-01-17,All,949,45806,,20.72,,,,,,,,,,,,,,,,,,,,,,4452,,,,,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2021,2,2021-01-11,2021-01-17,All,4901,,7258753,,67.52,,,,,,,,11,504,,2.18,,0,,,,,,,,,,,,,,,,,1,,1,
Northern hemishere,Americas,AMR,North America,United States of America,2021,2,2021-01-11,2021-01-17,All,19194,1518732,,12.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2021,1,2021-01-04,2021-01-10,All,7570,,,,,,,,,,,,1442,,,,,,,,,,,,,,,,,2236,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2021,1,2021-01-04,2021-01-10,All,15,17684,,0.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Africa,EMR,Northern Africa,Morocco,2021,1,2021-01-04,2021-01-10,All,741,45234,,16.38,,,,,,,,,,,,,,,,,,,,,,4176,,,,,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2021,1,2021-01-04,2021-01-10,All,5244,,7258753,,72.24,,,,,,,,8,542,,1.48,,0,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Americas,AMR,North America,United States of America,2021,1,2021-01-04,2021-01-10,All,22720,1583253,,14.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,53,2020-12-28,2021-01-03,All,9,8138,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,53,2020-12-28,2021-01-03,All,1807,,45376763,,3.98,,,,,,,,1388,,45376763,,3.06,,,,,,,,,,,,,426,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,53,2020-12-28,2021-01-03,All,5824,,7258753,,80.23,,,,,,,,9,433,,2.08,,0,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,53,2020-12-28,2021-01-03,All,22436,1458439,,15.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,52,2020-12-21,2020-12-27,All,2289,,45376763,,5.04,,,,,,,,1161,,45376763,,2.56,,,,,,,,,,,,,539,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,52,2020-12-21,2020-12-27,All,9,13694,,0.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,52,2020-12-21,2020-12-27,All,6992,,7258753,,96.33,,,,,,,,9,718,,1.25,,0,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,52,2020-12-21,2020-12-27,All,19852,1362168,,14.57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,51,2020-12-14,2020-12-20,All,6,19790,,0.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,51,2020-12-14,2020-12-20,All,2783,,45376763,,6.13,,,,,,,,1059,,45376763,,2.33,,,,,,,,,,,,,609,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,51,2020-12-14,2020-12-20,All,8713,,7258753,,120.03,,,,,,,,27,716,,3.77,,0,,,,,,,,,,,,,,,,,1,1,1,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,51,2020-12-14,2020-12-20,All,20885,1493524,,13.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,50,2020-12-07,2020-12-13,All,5,20247,,0.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,50,2020-12-07,2020-12-13,All,2662,,45376763,,5.87,,,,,,,,1097,,45376763,,2.42,,,,,,,,,,,,,589,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,50,2020-12-07,2020-12-13,All,10306,,7258753,,141.98,,,,,,,,19,739,,2.57,,0,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,50,2020-12-07,2020-12-13,All,22217,1553773,,14.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,49,2020-11-30,2020-12-06,All,3097,,45376763,,6.83,,,,,,,,1064,,45376763,,2.34,,,,,,,,,,,,,714,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,49,2020-11-30,2020-12-06,All,10,20061,,0.50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,49,2020-11-30,2020-12-06,All,9572,,7258753,,131.87,,,,,,,,27,582,,4.64,,0,,,,,,,,,,,,,,,,,1,1,2,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,49,2020-11-30,2020-12-06,All,22300,1539217,,14.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,48,2020-11-23,2020-11-29,All,23,19542,,1.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,48,2020-11-23,2020-11-29,All,3340,,45376763,,7.36,,,,,,,,1127,,45376763,,2.48,,,,,,,,,,,,,873,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,48,2020-11-23,2020-11-29,All,10381,,7258753,,143.01,,,,,,,,22,656,,3.35,,0,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,48,2020-11-23,2020-11-29,All,21320,1424985,,14.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,47,2020-11-16,2020-11-22,All,20,20097,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,47,2020-11-16,2020-11-22,All,3647,,45376763,,8.04,,,,,,,,1203,,45376763,,2.65,,,,,,,,,,,,,1126,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,47,2020-11-16,2020-11-22,All,9882,,7258753,,136.14,,,,,,,,12,279,,4.30,,0,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,47,2020-11-16,2020-11-22,All,22720,1592160,,14.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,46,2020-11-09,2020-11-15,All,23,20972,,1.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,46,2020-11-09,2020-11-15,All,3745,,45376763,,8.25,,,,,,,,1336,,45376763,,2.94,,,,,,,,,,,,,1121,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,46,2020-11-09,2020-11-15,All,7243,,7258753,,99.78,,,,,,,,9,700,,1.29,,1,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,46,2020-11-09,2020-11-15,All,22623,1641481,,13.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,45,2020-11-02,2020-11-08,All,20,21014,,0.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,45,2020-11-02,2020-11-08,All,3969,,45376763,,8.75,,,,,,,,1497,,45376763,,3.30,,,,,,,,,,,,,1259,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,45,2020-11-02,2020-11-08,All,6403,,7258753,,88.21,,,,,,,,9,692,,1.30,,0,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,45,2020-11-02,2020-11-08,All,21402,1602402,,13.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,44,2020-10-26,2020-11-01,All,29,21204,,1.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,44,2020-10-26,2020-11-01,All,4189,,45376763,,9.23,,,,,,,,1436,,45376763,,3.16,,,,,,,,,,,,,1333,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,44,2020-10-26,2020-11-01,All,5136,,7258753,,70.76,,,,,,,,10,805,,1.24,,1,,,,,,,,,,,,,,,,,1,1,3,1
Northern hemishere,Americas,AMR,North America,United States of America,2020,44,2020-10-26,2020-11-01,All,18624,1564591,,11.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,43,2020-10-19,2020-10-25,All,28,20519,,1.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,43,2020-10-19,2020-10-25,All,4582,,45376763,,10.10,,,,,,,,1628,,45376763,,3.59,,,,,,,,,,,,,1664,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,43,2020-10-19,2020-10-25,All,3620,,7258753,,49.87,,,,,,,,9,719,,1.25,,2,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Americas,AMR,North America,United States of America,2020,43,2020-10-19,2020-10-25,All,18163,1580472,,11.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,42,2020-10-12,2020-10-18,All,28,21603,,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,42,2020-10-12,2020-10-18,All,4802,,45376763,,10.58,,,,,,,,1686,,45376763,,3.72,,,,,,,,,,,,,1642,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,42,2020-10-12,2020-10-18,All,3085,,7258753,,42.50,,,,,,,,6,667,,0.90,,0,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Americas,AMR,North America,United States of America,2020,42,2020-10-12,2020-10-18,All,17258,1583206,,10.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,41,2020-10-05,2020-10-11,All,5025,,45376763,,11.07,,,,,,,,1962,,45376763,,4.32,,,,,,,,,,,,,1724,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,41,2020-10-05,2020-10-11,All,25,17525,,1.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,41,2020-10-05,2020-10-11,All,2448,,7258753,,33.72,,,,,,,,2,487,,0.41,,0,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Americas,AMR,North America,United States of America,2020,41,2020-10-05,2020-10-11,All,19175,1616445,,11.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,40,2020-09-28,2020-10-04,All,10,19063,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,40,2020-09-28,2020-10-04,All,5237,,45376763,,11.54,,,,,,,,1977,,45376763,,4.36,,,,,,,,,,,,,1670,,,,,,,,
Northern hemishere,Europe,EUR,South West Europe,Serbia,2020,40,2020-09-28,2020-10-04,All,2475,,7258753,,34.10,,,,,,,,2,559,,0.36,,0,,,,,,,,,,,,,,,,,1,,2,
Northern hemishere,Americas,AMR,North America,United States of America,2020,40,2020-09-28,2020-10-04,All,16517,1540707,,10.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,39,2020-09-21,2020-09-27,All,14,20203,,0.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,39,2020-09-21,2020-09-27,All,5464,,45376763,,12.04,,,,,,,,2144,,45376763,,4.72,,,,,,,,,,,,,1523,,,,,,,,
Northern hemishere,Americas,AMR,North America,United States of America,2020,39,2020-09-21,2020-09-27,All,14269,1366646,,10.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,38,2020-09-14,2020-09-20,All,5391,,45376763,,11.88,,,,,,,,2038,,45376763,,4.49,,,,,,,,,,,,,1492,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,38,2020-09-14,2020-09-20,All,39,21490,,1.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Americas,AMR,North America,United States of America,2020,38,2020-09-14,2020-09-20,All,12862,1332165,,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,37,2020-09-07,2020-09-13,All,6077,,45376763,,13.39,,,,,,,,2292,,45376763,,5.05,,,,,,,,,,,,,1490,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,37,2020-09-07,2020-09-13,All,26,21660,,1.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Americas,AMR,North America,United States of America,2020,37,2020-09-07,2020-09-13,All,12930,1314143,,9.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,36,2020-08-31,2020-09-06,All,39,21630,,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,36,2020-08-31,2020-09-06,All,6093,,45376763,,13.43,,,,,,,,2363,,45376763,,5.21,,,,,,,,,,,,,1464,,,,,,,,
Northern hemishere,Americas,AMR,North America,United States of America,2020,36,2020-08-31,2020-09-06,All,12153,1322268,,9.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,35,2020-08-24,2020-08-30,All,6050,,45376763,,13.33,,,,,,,,2417,,45376763,,5.33,,,,,,,,,,,,,1336,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,35,2020-08-24,2020-08-30,All,40,21445,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Americas,AMR,North America,United States of America,2020,35,2020-08-24,2020-08-30,All,13063,1345216,,9.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,34,2020-08-17,2020-08-23,All,5670,,45376763,,12.50,,,,,,,,2401,,45376763,,5.29,,,,,,,,,,,,,1175,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,34,2020-08-17,2020-08-23,All,47,21816,,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Americas,AMR,North America,United States of America,2020,34,2020-08-17,2020-08-23,All,12850,1338693,,9.60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,33,2020-08-10,2020-08-16,All,40,20859,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,33,2020-08-10,2020-08-16,All,5989,,45376763,,13.20,,,,,,,,2228,,45376763,,4.91,,,,,,,,,,,,,1085,,,,,,,,
Northern hemishere,Americas,AMR,North America,United States of America,2020,33,2020-08-10,2020-08-16,All,13131,1335844,,9.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,32,2020-08-03,2020-08-09,All,6249,,45376763,,13.77,,,,,,,,2483,,45376763,,5.47,,,,,,,,,,,,,1275,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,32,2020-08-03,2020-08-09,All,63,21304,,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Americas,AMR,North America,United States of America,2020,32,2020-08-03,2020-08-09,All,14086,1329960,,10.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,31,2020-07-27,2020-08-02,All,5757,,45376763,,12.69,,,,,,,,2609,,45376763,,5.75,,,,,,,,,,,,,1031,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,31,2020-07-27,2020-08-02,All,54,20357,,2.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Americas,AMR,North America,United States of America,2020,31,2020-07-27,2020-08-02,All,15492,1343748,,11.53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,30,2020-07-20,2020-07-26,All,66,20954,,3.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,30,2020-07-20,2020-07-26,All,6148,,45376763,,13.55,,,,,,,,2541,,45376763,,5.60,,,,,,,,,,,,,1009,,,,,,,,
Northern hemishere,Americas,AMR,North America,United States of America,2020,30,2020-07-20,2020-07-26,All,16506,1352792,,12.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,29,2020-07-13,2020-07-19,All,6067,,45376763,,13.37,,,,,,,,2838,,45376763,,6.25,,,,,,,,,,,,,998,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,29,2020-07-13,2020-07-19,All,48,20940,,2.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Americas,AMR,North America,United States of America,2020,29,2020-07-13,2020-07-19,All,19219,1334541,,14.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,28,2020-07-06,2020-07-12,All,5292,,45376763,,11.66,,,,,,,,2570,,45376763,,5.66,,,,,,,,,,,,,879,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,28,2020-07-06,2020-07-12,All,43,20266,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Americas,AMR,North America,United States of America,2020,28,2020-07-06,2020-07-12,All,20026,1356105,,14.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,27,2020-06-29,2020-07-05,All,31,22175,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,27,2020-06-29,2020-07-05,All,5981,,45376763,,13.18,,,,,,,,2656,,45376763,,5.85,,,,,,,,,,,,,1026,,,,,,,,
Northern hemishere,Americas,AMR,North America,United States of America,2020,27,2020-06-29,2020-07-05,All,17791,1283923,,13.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,26,2020-06-22,2020-06-28,All,5772,,45376763,,12.72,,,,,,,,2508,,45376763,,5.53,,,,,,,,,,,,,951,,,,,,,,
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,26,2020-06-22,2020-06-28,All,60,22866,,2.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Northern hemishere,Americas,AMR,North America,United States of America,2020,26,2020-06-22,2020-06-28,All,15479,1282791,,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
Southern hemisphere,Oceania,WPR,Oceania Melanesia Polynesia,Australia,2020,25,2020-06-15,2020-06-21,All,77,22830,,3.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0
Southern hemisphere,Americas,AMR,Temperate South America,Argentina,2020,25,2020-06-15,2020-06-21,All,5857,,45376763,,12.91,,,,,,,,2779,,45376763,,6.12,,,,,,,,,,,,,870,,,,,,,,
Northern hemishere,Americas,AMR,North America,United States of America,2020,25,2020-06-15,2020-06-21,All,11863,1242856,,9.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,2,0
